,,,"American Association of Individual Investors 625 N. Michigan Ave., Chicago, IL. 60611; (312) 280-0170; www.aaii.com",,,,,,,,,
7-13-06,36.50%,24.09%,39.42%,100%,32.96%,-2.9%,37.9%,48.0%,27.9%,"1,258.58","1,241.43","1,242.28"
7-20-06,23.85%,18.35%,57.80%,100%,31.81%,-34.0%,37.9%,48.0%,27.9%,"1,262.56","1,253.13","1,255.69"
7-27-06,34.88%,22.09%,43.02%,100%,32.32%,-8.1%,37.9%,48.0%,27.9%,"1,273.89","1,240.25","1,268.40"
8-3-06,31.46%,21.35%,47.19%,100%,32.98%,-15.7%,37.9%,48.0%,27.9%,"1,283.96","1,271.25","1,280.27"
8-10-06,36.59%,21.95%,41.46%,100%,34.25%,-4.9%,37.9%,48.0%,27.9%,"1,272.55","1,261.30","1,271.81"
8-17-06,30.53%,33.68%,35.79%,100%,33.76%,-5.3%,37.9%,48.0%,27.9%,"1,296.31","1,292.71","1,294.21"
8-24-06,39.35%,23.23%,37.42%,100%,33.86%,1.9%,37.9%,48.0%,27.9%,"1,297.23","1,291.49","1,291.94"
8-31-06,41.57%,32.58%,25.84%,100%,34.34%,15.7%,37.9%,48.0%,27.9%,"1,305.50","1,302.45","1,302.93"
9-7-06,42.99%,27.10%,29.91%,100%,35.15%,13.1%,37.9%,48.0%,27.9%,"1,301.25","1,292.13","1,297.79"
9-14-06,47.95%,13.70%,38.36%,100%,38.17%,9.6%,37.9%,48.0%,27.9%,"1,318.00","1,313.25","1,316.28"
9-21-06,47.75%,18.02%,34.23%,100%,39.77%,13.5%,37.9%,48.0%,27.9%,"1,328.19","1,322.59","1,326.90"
9-28-06,51.32%,15.79%,32.89%,100%,42.26%,18.4%,37.9%,48.0%,27.9%,"1,339.73","1,334.75","1,336.87"
10-5-06,37.78%,15.56%,46.67%,100%,42.41%,-8.9%,37.9%,48.0%,27.9%,"1,351.57","1,347.75","1,348.56"
10-12-06,48.98%,13.27%,37.76%,100%,44.71%,11.2%,37.9%,48.0%,27.9%,"1,359.05","1,349.94","1,357.88"
10-19-06,54.20%,16.03%,29.77%,100%,46.57%,24.4%,37.9%,48.0%,27.9%,"1,368.09","1,362.06","1,366.96"
10-26-06,52.17%,17.39%,30.43%,100%,47.89%,21.7%,37.9%,48.0%,27.9%,"1,386.53","1,379.47","1,385.15"
11-2-06,43.75%,19.38%,36.88%,100%,47.99%,6.9%,37.9%,48.0%,27.9%,"1,367.44","1,362.21","1,366.31"
11-9-06,50.60%,22.89%,26.51%,100%,48.32%,24.1%,37.9%,48.0%,27.9%,"1,388.92","1,377.37","1,378.33"
11-16-06,46.56%,22.90%,30.53%,100%,48.17%,16.0%,37.9%,48.0%,27.9%,"1,401.79","1,396.53","1,400.08"
11-23-06,41.94%,16.13%,41.94%,100%,47.00%,0.0%,37.9%,48.0%,27.9%,"1,407.89","1,402.26","1,406.09"
11-30-06,40.22%,12.29%,47.49%,100%,47.30%,-7.3%,37.9%,48.0%,27.9%,"1,402.67","1,394.85","1,395.97"
12-7-06,38.94%,19.47%,41.59%,100%,46.05%,-2.7%,37.9%,48.0%,27.9%,"1,415.93","1,396.67","1,412.90"
12-14-06,41.33%,20.67%,38.00%,100%,44.44%,3.3%,37.9%,48.0%,27.9%,"1,424.64","1,413.16","1,422.34"
12-21-06,39.08%,18.39%,42.53%,100%,42.80%,-3.5%,37.9%,48.0%,27.9%,"1,426.40","1,423.20","1,425.84"
12-28-06,46.00%,18.00%,36.00%,100%,43.08%,10.0%,37.9%,48.0%,27.9%,"1,427.26","1,422.05","1,424.73"
1-4-07,49.14%,21.55%,29.31%,100%,42.90%,19.8%,37.9%,48.0%,27.9%,"1,421.84","1,408.22","1,418.34"
1-11-07,44.44%,21.30%,34.26%,100%,42.64%,10.2%,37.9%,48.0%,27.9%,"1,418.84","1,414.84","1,418.78"
1-18-07,57.78%,15.15%,27.27%,100%,44.62%,30.5%,37.9%,48.0%,27.9%,"1,432.96","1,424.21","1,426.37"
1-25-07,39.51%,27.16%,33.33%,100%,44.53%,6.2%,37.9%,48.0%,27.9%,"1,440.69","1,434.56","1,436.31"
2-1-07,46.32%,23.16%,30.53%,100%,45.45%,15.8%,37.9%,48.0%,27.9%,"1,446.64","1,437.90","1,445.94"
2-8-07,46.15%,23.85%,30.00%,100%,46.05%,16.2%,37.9%,48.0%,27.9%,"1,452.99","1,446.44","1,450.02"
2-15-07,47.57%,21.36%,31.07%,100%,47.11%,16.5%,37.9%,48.0%,27.9%,"1,457.97","1,453.19","1,456.81"
2-22-07,53.85%,23.85%,22.31%,100%,48.10%,31.5%,37.9%,48.0%,27.9%,"1,461.57","1,457.29","1,459.85"
3-1-07,36.63%,23.76%,39.60%,100%,46.53%,-3.0%,37.9%,48.0%,27.9%,"1,408.17","1,380.87","1,406.01"
3-8-07,35.80%,19.32%,44.89%,100%,45.45%,-9.1%,37.9%,48.0%,27.9%,"1,407.72","1,391.88","1,406.18"
3-15-07,32.99%,21.65%,45.36%,100%,42.35%,-12.4%,37.9%,48.0%,27.9%,"1,395.73","1,385.16","1,392.28"
3-22-07,43.88%,23.02%,33.09%,100%,42.90%,10.8%,37.9%,48.0%,27.9%,"1,436.80","1,429.88","1,431.64"
3-29-07,42.68%,31.71%,25.61%,100%,42.44%,17.1%,37.9%,48.0%,27.9%,"1,426.24","1,413.27","1,422.53"
4-5-07,32.26%,27.96%,39.78%,100%,40.71%,-7.5%,37.9%,48.0%,27.9%,"1,440.16","1,435.08","1,439.37"
4-12-07,40.85%,21.13%,38.03%,100%,39.87%,2.8%,37.9%,48.0%,27.9%,"1,448.39","1,436.15","1,438.87"
4-19-07,46.94%,23.47%,29.59%,100%,39.00%,17.4%,37.9%,48.0%,27.9%,"1,476.57","1,466.41","1,472.50"
4-26-07,39.24%,22.78%,37.97%,100%,39.33%,1.3%,37.9%,48.0%,27.9%,"1,496.59","1,480.28","1,495.42"
5-3-07,28.57%,17.14%,54.29%,100%,38.43%,-25.7%,37.9%,48.0%,27.9%,"1,499.10","1,486.13","1,495.92"
5-10-07,42.86%,14.29%,42.86%,100%,39.66%,0.0%,37.9%,48.0%,27.9%,"1,513.80","1,503.77","1,512.58"
5-17-07,38.39%,25.00%,36.61%,100%,38.97%,1.8%,37.9%,48.0%,27.9%,"1,514.15","1,500.75","1,514.14"
5-24-07,37.35%,24.10%,38.55%,100%,38.31%,-1.2%,37.9%,48.0%,27.9%,"1,532.43","1,521.90","1,522.28"
5-31-07,33.33%,21.88%,44.79%,100%,38.44%,-11.5%,37.9%,48.0%,27.9%,"1,530.23","1,510.06","1,530.23"
6-7-07,40.59%,16.83%,42.57%,100%,38.41%,-2.0%,37.9%,48.0%,27.9%,"1,530.57","1,514.13","1,517.38"
6-14-07,37.30%,19.05%,43.65%,100%,37.20%,-6.4%,37.9%,48.0%,27.9%,"1,515.70","1,492.65","1,515.67"
6-21-07,43.16%,23.16%,33.68%,100%,37.69%,9.5%,37.9%,48.0%,27.9%,"1,537.32","1,512.36","1,512.84"
6-28-07,39.02%,25.20%,35.77%,100%,39.00%,3.3%,37.9%,48.0%,27.9%,"1,515.70","1,492.65","1,515.67"
7-5-07,43.84%,23.29%,32.88%,100%,39.12%,11.0%,37.9%,48.0%,27.9%,"1,526.01","1,519.12","1,524.87"
7-12-07,43.64%,26.36%,30.00%,100%,39.78%,13.6%,37.9%,48.0%,27.9%,"1,519.34","1,506.10","1,518.76"
7-19-07,41.77%,21.52%,36.71%,100%,40.33%,5.1%,37.9%,48.0%,27.9%,"1,549.20","1,533.67","1,546.17"
7-26-07,44.21%,18.95%,36.84%,100%,41.69%,7.4%,37.9%,48.0%,27.9%,"1,524.31","1,504.87","1,517.91"
8-2-07,45.88%,14.12%,40.00%,100%,42.35%,5.9%,37.9%,48.0%,27.9%,"1,463.30","1,443.68","1,451.59"
8-9-07,45.76%,15.25%,38.98%,100%,43.41%,6.8%,37.9%,48.0%,27.9%,"1,503.89","1,476.22","1,497.49"
8-16-07,42.22%,12.22%,45.56%,100%,43.29%,-3.3%,37.9%,48.0%,27.9%,"1,440.78","1,404.36","1,406.70"
8-23-07,41.28%,15.60%,43.12%,100%,43.58%,-1.8%,37.9%,48.0%,27.9%,"1,464.48","1,447.03","1,464.07"
8-30-07,40.30%,13.43%,46.27%,100%,43.13%,-6.0%,37.9%,48.0%,27.9%,"1,463.76","1,432.01","1,463.76"
9-6-07,38.38%,19.19%,42.42%,100%,42.48%,-4.0%,37.9%,48.0%,27.9%,"1,488.76","1,466.37","1,472.29"
9-13-07,40.00%,24.71%,35.29%,100%,42.25%,4.7%,37.9%,48.0%,27.9%,"1,479.19","1,465.69","1,471.56"
9-20-07,39.24%,29.11%,31.65%,100%,41.63%,7.6%,37.9%,48.0%,27.9%,"1,538.69","1,519.75","1,529.03"
9-27-07,49.37%,16.46%,34.18%,100%,42.07%,15.2%,37.9%,48.0%,27.9%,"1,529.17","1,516.96","1,525.42"
10-4-07,51.81%,22.89%,25.30%,100%,42.83%,26.5%,37.9%,48.0%,27.9%,"1,546.33","1,536.43","1,539.59"
10-11-07,54.64%,19.59%,25.77%,100%,44.38%,28.9%,37.9%,48.0%,27.9%,"1,565.22","1,555.62","1,562.47"
10-18-07,41.96%,22.32%,35.71%,100%,44.46%,6.3%,37.9%,48.0%,27.9%,"1,550.38","1,526.46","1,541.24"
10-25-07,31.25%,20.54%,48.21%,100%,43.33%,-17.0%,37.9%,48.0%,27.9%,"1,519.57","1,489.74","1,515.88"
11-1-07,44.71%,18.82%,36.47%,100%,44.12%,8.2%,37.9%,48.0%,27.9%,"1,551.91","1,529.42","1,549.38"
11-8-07,36.19%,12.38%,51.43%,100%,43.65%,-15.2%,37.9%,48.0%,27.9%,"1,519.49","1,475.08","1,475.62"
11-15-07,33.01%,17.48%,49.51%,100%,42.87%,-16.5%,37.9%,48.0%,27.9%,"1,491.51","1,466.99","1,470.58"
11-22-07,25.58%,21.71%,52.71%,100%,39.89%,-27.1%,37.9%,48.0%,27.9%,"1,439.62","1,415.73","1,416.77"
11-29-07,28.57%,15.31%,56.12%,100%,36.99%,-27.6%,37.9%,48.0%,27.9%,"1,471.44","1,427.78","1,469.02"
12-6-07,40.65%,19.51%,39.84%,100%,35.24%,0.8%,37.9%,48.0%,27.9%,"1,485.85","1,462.06","1,485.01"
12-13-07,47.62%,16.67%,35.71%,100%,35.95%,11.9%,37.9%,48.0%,27.9%,"1,485.40","1,472.40","1,479.66"
12-20-07,35.85%,16.98%,47.17%,100%,36.52%,-11.3%,37.9%,48.0%,27.9%,"1,464.40","1,445.49","1,453.00"
12-27-07,30.00%,20.00%,50.00%,100%,34.68%,-20.0%,37.9%,48.0%,27.9%,"1,497.63","1,484.55","1,496.45"
1-3-08,25.71%,19.05%,55.24%,100%,33.37%,-29.5%,37.9%,48.0%,27.9%,"1,455.74","1,447.37","1,450.38"
1-10-08,19.63%,21.50%,58.88%,100%,31.70%,-39.3%,37.9%,48.0%,27.9%,"1,409.20","1,379.23","1,409.13"
1-17-08,24.30%,21.30%,54.44%,100%,31.54%,-30.1%,37.9%,48.0%,27.9%,"1,391.99","1,364.27","1,373.20"
1-24-08,25.14%,15.85%,59.02%,100%,31.11%,-33.9%,37.9%,48.0%,27.9%,"1,338.82","1,269.87","1,338.60"
1-31-08,30.08%,21.05%,48.87%,100%,29.79%,-18.8%,37.9%,48.0%,27.9%,"1,385.86","1,352.95","1,355.81"
2-7-08,34.11%,18.69%,47.20%,100%,28.10%,-13.1%,37.9%,48.0%,27.9%,"1,351.96","1,324.34","1,326.45"
2-14-08,33.33%,24.81%,41.86%,100%,27.79%,-8.5%,37.9%,48.0%,27.9%,"1,369.23","1,350.78","1,367.21"
2-21-08,33.18%,22.12%,44.70%,100%,28.19%,-11.5%,37.9%,48.0%,27.9%,"1,367.28","1,345.05","1,348.78"
2-28-08,34.31%,20.44%,45.26%,100%,29.26%,-11.0%,37.9%,48.0%,27.9%,"1,388.34","1,372.00","1,380.02"
3-6-08,21.98%,26.37%,51.65%,100%,29.55%,-29.7%,37.9%,48.0%,27.9%,"1,344.19","1,320.22","1,333.70"
3-13-08,20.42%,20.42%,59.15%,100%,29.07%,-38.7%,37.9%,48.0%,27.9%,"1,333.26","1,307.86","1,308.77"
3-20-08,25.21%,20.51%,54.27%,100%,29.08%,-29.1%,37.9%,48.0%,27.9%,"1,341.51","1,298.42","1,298.42"
3-27-08,41.60%,24.80%,33.60%,100%,30.52%,8.0%,37.9%,48.0%,27.9%,"1,352.45","1,336.41","1,341.13"
4-3-08,36.70%,23.94%,39.36%,100%,30.84%,-2.7%,37.9%,48.0%,27.9%,"1,377.95","1,361.55","1,367.53"
4-10-08,45.76%,16.95%,37.29%,100%,32.40%,8.5%,37.9%,48.0%,27.9%,"1,368.08","1,350.25","1,354.49"
4-17-08,30.37%,20.94%,48.69%,100%,32.04%,-18.3%,37.9%,48.0%,27.9%,"1,365.49","1,337.02","1,364.71"
4-24-08,46.67%,25.83%,27.50%,100%,33.59%,19.2%,37.9%,48.0%,27.9%,"1,387.87","1,372.24","1,379.93"
5-1-08,53.29%,20.39%,26.32%,100%,37.50%,27.0%,37.9%,48.0%,27.9%,"1,404.57","1,384.25","1,385.59"
5-8-08,52.81%,22.47%,24.72%,100%,41.55%,28.1%,37.9%,48.0%,27.9%,"1,394.29","1,399.18","1,389.39"
5-15-08,45.16%,25.16%,29.68%,100%,44.05%,15.5%,37.9%,48.0%,27.9%,"1,412.29","1,406.87","1,408.66"
5-22-08,46.30%,19.44%,34.26%,100%,44.63%,12.0%,37.9%,48.0%,27.9%,"1,396.20","1,390.70","1,390.71"
5-29-08,31.36%,22.88%,45.76%,100%,43.97%,-14.4%,37.9%,48.0%,27.9%,"1,393.49","1,388.59","1,390.84"
6-5-08,43.48%,18.48%,38.04%,100%,43.68%,5.4%,37.9%,48.0%,27.9%,"1,393.32","1,377.48","1,377.20"
6-12-08,31.25%,15.18%,53.57%,100%,43.79%,-22.3%,37.9%,48.0%,27.9%,"1,353.03","1,335.78","1,335.49"
6-19-08,32.98%,21.28%,45.74%,100%,42.08%,-12.8%,37.9%,48.0%,27.9%,"1,341.27","1,334.04","1,337.81"
6-26-08,31.25%,16.48%,52.27%,100%,39.32%,-21.0%,37.9%,48.0%,27.9%,"1,316.29","1,306.14","1,321.97"
7-3-08,23.93%,23.93%,52.14%,100%,35.71%,-28.2%,37.9%,48.0%,27.9%,"1,269.81","1,255.69","1,261.52"
7-10-08,22.17%,22.66%,55.17%,100%,32.84%,-33.0%,37.9%,48.0%,27.9%,"1,252.39","1,243.32","1,244.69"
7-17-08,25.00%,16.86%,58.14%,100%,30.18%,-33.1%,37.9%,48.0%,27.9%,"1,258.72","1,246.31","1,245.36"
7-24-08,35.82%,20.14%,44.03%,100%,30.74%,-8.2%,37.9%,48.0%,27.9%,"1,283.22","1,276.01","1,282.19"
7-31-08,40.00%,18.82%,41.18%,100%,30.30%,-1.2%,37.9%,48.0%,27.9%,"1,281.59","1,273.50","1,284.26"
8-7-08,35.61%,21.97%,42.42%,100%,30.85%,-6.8%,37.9%,48.0%,27.9%,"1,278.81","1,273.06","1,289.19"
8-14-08,42.86%,18.18%,38.96%,100%,32.08%,3.9%,37.9%,48.0%,27.9%,"1,285.58","1,276.84","1,285.83"
8-21-08,38.10%,24.60%,37.30%,100%,32.94%,0.8%,37.9%,48.0%,27.9%,"1,300.15","1,261.31","1,274.54"
8-28-08,30.68%,23.86%,45.45%,100%,33.78%,-14.8%,37.9%,48.0%,27.9%,"1,291.70","1,283.79","1,281.66"
9-4-08,37.04%,19.75%,43.21%,100%,35.64%,-6.2%,37.9%,48.0%,27.9%,"1,271.80","1,253.12","1,274.98"
9-11-08,29.27%,15.85%,54.88%,100%,36.17%,-25.6%,37.9%,48.0%,27.9%,"1,274.66","1,221.73","1,232.04"
9-18-08,27.21%,18.37%,54.42%,100%,35.10%,-27.2%,37.9%,48.0%,27.9%,"1,184.22","1,157.08","1,156.39"
9-25-08,34.04%,20.21%,45.74%,100%,34.35%,-11.7%,37.9%,48.0%,27.9%,"1,212.77","1,187.87","1,185.87"
10-2-08,33.33%,11.67%,55.00%,100%,34.07%,-21.7%,37.9%,48.0%,27.9%,"1,160.64","1,132.46","1,161.06"
10-9-08,31.47%,7.69%,60.84%,100%,32.64%,-29.4%,37.9%,48.0%,27.9%,"1,005.25",986.53,984.94
10-16-08,40.94%,19.30%,39.77%,100%,33.00%,1.2%,37.9%,48.0%,27.9%,924.87,888.17,907.84
10-23-08,38.74%,22.52%,38.74%,100%,34.01%,0.0%,37.9%,48.0%,27.9%,909.80,883.80,896.78
10-30-08,37.14%,22.29%,40.57%,100%,34.02%,-3.4%,37.9%,48.0%,27.9%,963.23,939.38,930.09
11-6-08,44.83%,21.84%,33.33%,100%,35.96%,11.5%,37.9%,48.0%,27.9%,952.4,934.13,952.77
11-13-08,38.33%,19.17%,42.50%,100%,37.35%,-4.2%,37.9%,48.0%,27.9%,865.07,847.4,852.3
11-20-08,24.37%,18.49%,57.14%,100%,36.14%,-32.8%,37.9%,48.0%,27.9%,805.87,776.79,806.58
11-27-08,31.25%,23.86%,44.89%,100%,35.88%,-13.6%,37.9%,48.0%,27.9%,896.25,881.21,887.68
12-4-08,26.67%,25.56%,47.78%,100%,35.28%,-21.1%,37.9%,48.0%,27.9%,872.89,858.55,870.74
12-11-08,37.50%,22.66%,39.84%,100%,34.85%,-2.3%,37.9%,48.0%,27.9%,899.95,885.94,899.24
12-18-08,39.73%,24.66%,35.62%,100%,34.98%,4.1%,37.9%,48.0%,27.9%,910.01,900.1,904.42
12-25-08,28.95%,27.19%,43.86%,100%,33.95%,-14.9%,37.9%,48.0%,27.9%,873.7,868.5,872.8
1-1-09,24.00%,21.33%,54.67%,100%,31.35%,-30.7%,37.9%,48.0%,27.9%,934.73,899.35,903.25
1-8-09,48.70%,16.23%,35.06%,100%,32.65%,13.6%,37.9%,48.0%,27.9%,907.64,896.81,906.65
1-15-09,27.63%,25.00%,47.37%,100%,33.05%,-19.7%,37.9%,48.0%,27.9%,842.05,825.53,842.62
1-22-09,27.21%,26.47%,46.32%,100%,32.55%,-19.1%,37.9%,48.0%,27.9%,839.74,816.69,840.24
1-29-09,25.27%,27.47%,47.25%,100%,32.37%,-22.0%,37.9%,48.0%,27.9%,868.89,854.37,874.09
2-5-09,24.63%,31.34%,44.03%,100%,30.77%,-19.4%,37.9%,48.0%,27.9%,832.63,819.91,832.23
2-12-09,32.91%,27.85%,39.24%,100%,29.91%,-6.3%,37.9%,48.0%,27.9%,829.91,811.35,833.74
2-19-09,21.64%,21.64%,56.72%,100%,29.00%,-35.1%,37.9%,48.0%,27.9%,797.58,787.91,788.42
2-26-09,24.30%,20.56%,55.14%,100%,29.04%,-30.8%,37.9%,48.0%,27.9%,779.42,765.76,764.9
3-5-09,18.92%,10.81%,70.27%,100%,25.31%,-51.4%,37.9%,48.0%,27.9%,708.27,696.27,712.87
3-12-09,27.64%,17.89%,54.47%,100%,25.32%,-26.8%,37.9%,48.0%,27.9%,727.47,714.76,721.36
3-19-09,45.06%,16.67%,38.27%,100%,27.55%,6.8%,37.9%,48.0%,27.9%,803.24,788.87,794.35
3-26-09,39.13%,18.48%,42.39%,100%,29.28%,-3.3%,37.9%,48.0%,27.9%,826.76,814.06,813.88
4-2-09,42.66%,20.28%,37.06%,100%,31.53%,5.6%,37.9%,48.0%,27.9%,835.91,814.53,811.08
4-9-09,35.71%,20.00%,44.29%,100%,31.88%,-8.6%,37.9%,48.0%,27.9%,850.8,829.29,825.16
4-16-09,44.14%,20.00%,35.86%,100%,34.70%,8.3%,37.9%,48.0%,27.9%,852.93,835.58,841.5
4-23-09,31.82%,29.55%,38.64%,100%,35.64%,-6.8%,37.9%,48.0%,27.9%,848.22,835.45,843.55
4-30-09,36.09%,20.30%,43.61%,100%,37.78%,-7.5%,37.9%,48.0%,27.9%,887.47,876.59,873.64
5-7-09,44.09%,22.58%,33.33%,100%,39.84%,10.8%,37.9%,48.0%,27.9%,929.58,919.58,919.53
5-14-09,43.81%,20.95%,35.24%,100%,39.68%,8.6%,37.9%,48.0%,27.9%,890.1,882.52,883.92
5-21-09,33.72%,20.93%,45.35%,100%,39.01%,-11.6%,37.9%,48.0%,27.9%,900.42,884.06,903.47
5-28-09,40.37%,11.01%,48.62%,100%,38.72%,-8.3%,37.9%,48.0%,27.9%,903.06,887.6,893.06
6-4-09,47.56%,15.85%,36.59%,100%,40.20%,11.0%,37.9%,48.0%,27.9%,936.22,931.29,931.76
6-11-09,39.25%,21.50%,39.25%,100%,39.59%,0.0%,37.9%,48.0%,27.9%,950.13,939.04,939.15
6-18-09,33.33%,20.24%,46.43%,100%,39.78%,-13.1%,37.9%,48.0%,27.9%,914.05,907.94,910.71
6-25-09,28.00%,23.20%,48.80%,100%,38.77%,-20.8%,37.9%,48.0%,27.9%,908.84,896.27,900.94
7-2-09,37.84%,17.57%,44.59%,100%,37.99%,-6.8%,37.9%,48.0%,27.9%,921.24,903.22,923.33
7-9-09,27.91%,17.44%,54.65%,100%,36.00%,-26.7%,37.9%,48.0%,27.9%,886.01,879.35,879.56
7-16-09,28.68%,24.26%,47.06%,100%,35.37%,-18.4%,37.9%,48.0%,27.9%,934.31,928.04,932.68
7-23-09,37.60%,20.00%,42.40%,100%,35.02%,-4.8%,37.9%,48.0%,27.9%,962.37,953.27,954.07
7-30-09,47.67%,20.93%,31.40%,100%,35.04%,16.3%,37.9%,48.0%,27.9%,994.95,976.01,975.15
8-6-09,50.00%,14.84%,35.16%,100%,36.38%,14.8%,37.9%,48.0%,27.9%,1008,997.59,1002.72
8-13-09,51.00%,16.00%,33.00%,100%,38.59%,18.0%,37.9%,48.0%,27.9%,1009.54,1000.82,1005.81
8-20-09,34.07%,25.93%,40.00%,100%,39.35%,-5.9%,37.9%,48.0%,27.9%,1004.08,996.39,996.46
8-27-09,33.98%,17.48%,48.54%,100%,38.86%,-14.6%,37.9%,48.0%,27.9%,1027.81,1016.83,1028.12
9-3-09,37.97%,24.05%,37.97%,100%,40.12%,0.0%,37.9%,48.0%,27.9%,1001.46,996.12,994.75
9-10-09,37.33%,18.67%,44.00%,100%,41.20%,-6.7%,37.9%,48.0%,27.9%,1033.94,1028.04,1033.37
9-17-09,42.14%,17.86%,40.00%,100%,41.77%,2.1%,37.9%,48.0%,27.9%,1074.77,1066.93,1068.76
9-24-09,39.09%,16.36%,44.55%,100%,40.70%,-5.5%,37.9%,48.0%,27.9%,1066.29,1051.04,1060.87
10-1-09,43.55%,20.97%,35.48%,100%,39.89%,8.1%,37.9%,48.0%,27.9%,1054.91,1043.65,1057.08
10-8-09,35.09%,23.68%,41.23%,100%,37.90%,-6.1%,37.9%,48.0%,27.9%,1066.86,1060.03,1057.58
10-15-09,47.30%,18.92%,33.78%,100%,39.56%,13.5%,37.9%,48.0%,27.9%,1090.89,1086.88,1092.02
10-22-09,40.48%,23.81%,35.71%,100%,40.37%,4.8%,37.9%,48.0%,27.9%,1101.36,1080.77,1081.4
10-29-09,33.65%,24.04%,42.31%,100%,39.83%,-8.7%,37.9%,48.0%,27.9%,1056.01,1043.69,1042.63
11-5-09,22.22%,22.22%,55.56%,100%,37.94%,-33.3%,37.9%,48.0%,27.9%,1060.98,1047.3,1046.5
11-12-09,38.60%,22.80%,38.60%,100%,37.50%,0.0%,37.9%,48.0%,27.9%,1105.37,1063.21,1098.51
11-19-09,42.73%,25.45%,31.82%,100%,37.95%,10.9%,37.9%,48.0%,27.9%,1106.44,1089.84,1109.8
11-26-09,41.66%,16.66%,41.66%,100%,37.72%,0.0%,37.9%,48.0%,27.9%,1105.47,1083.74,"1,110.63"
12-3-09,41.58%,24.75%,33.66%,100%,38.53%,7.9%,37.9%,48.0%,27.9%,1117.28,1109.24,"1,109.24"
12-10-09,42.68%,21.95%,35.37%,100%,37.95%,7.3%,37.9%,48.0%,27.9%,1106.25,1098.69,"1,095.95"
12-17-09,42.11%,29.47%,28.42%,100%,38.15%,13.7%,37.9%,48.0%,27.9%,1106.36,1098.16,"1,109.18"
12-24-09,37.68%,24.64%,37.68%,100%,38.66%,0.0%,37.9%,48.0%,27.9%,1130.38,1126.17,"1,127.78"
12-31-09,49.18%,27.87%,22.95%,100%,42.03%,26.2%,37.9%,48.0%,27.9%,1129.43,1116.56,"1,115.10"
1-7-10,41.00%,33.00%,26.00%,100%,42.33%,15.0%,37.9%,48.0%,27.9%,1136.27,1131.32,"1,137.14"
1-14-10,47.44%,25.64%,26.92%,100%,42.92%,20.5%,37.9%,48.0%,27.9%,1147.93,1143.8,"1,145.68"
1-21-10,40.00%,25.26%,34.74%,100%,42.71%,5.3%,37.9%,48.0%,27.9%,1141.58,1136.52,"1,138.04"
1-28-10,35.00%,28.33%,36.67%,100%,41.89%,-1.7%,37.9%,48.0%,27.9%,1100.22,1092.63,"1,097.50"
2-4-10,29.23%,27.69%,43.08%,100%,40.21%,-13.9%,37.9%,48.0%,27.9%,1097.25,1074.86,"1,097.28"
2-11-10,36.75%,21.37%,41.88%,100%,39.54%,-5.1%,37.9%,48.0%,27.9%,1069.05,1060.59,"1,068.13"
2-18-10,35.85%,28.93%,35.22%,100%,39.31%,0.6%,37.9%,48.0%,27.9%,1102.4,1097.48,"1,099.51"
2-25-10,34.89%,35.57%,29.53%,100%,37.52%,5.4%,37.9%,48.0%,27.9%,"1,106.42","1,106.42","1,094.60"
3-4-10,35.86%,37.93%,26.21%,100%,36.88%,9.7%,37.9%,48.0%,27.9%,"1,121.67","1,119.12","1,118.79"
3-11-10,45.29%,29.41%,25.29%,100%,36.61%,20.0%,37.9%,48.0%,27.9%,"1,143.96","1,139.99","1,145.61"
3-18-10,35.37%,34.76%,29.88%,100%,36.03%,5.5%,37.9%,48.0%,27.9%,"1,167.77","1,165.07","1,166.21"
3-25-10,32.39%,32.95%,34.66%,100%,35.70%,-2.3%,37.9%,48.0%,27.9%,"1,176.71","1,170.03","1,167.72"
4-1-10,41.30%,27.54%,31.16%,100%,37.21%,10.1%,37.9%,48.0%,27.9%,"1,181.43","1,171.23","1,169.43"
4-8-10,42.86%,26.79%,30.36%,100%,37.98%,12.5%,37.9%,48.0%,27.9%,"1,181.75","1,175.12","1,182.45"
4-15-10,48.48%,21.82%,29.70%,100%,39.56%,18.8%,37.9%,48.0%,27.9%,"1,210.77","1,208.64","1,210.65"
4-22-10,38.12%,27.62%,34.25%,100%,39.96%,3.9%,37.9%,48.0%,27.9%,"1,202.52","1,190.19","1,205.94"
4-29-10,41.36%,30.00%,28.64%,100%,40.65%,12.7%,37.9%,48.0%,27.9%,"1,202.59","1,193.30","1,191.36"
5-6-10,39.13%,32.30%,28.57%,100%,39.88%,10.6%,37.9%,48.0%,27.9%,"1,166.65","1,161.74","1,165.87"
5-13-10,36.60%,26.80%,36.60%,100%,40.03%,0.0%,37.9%,48.0%,27.9%,"1,170.61","1,164.48","1,171.67"
5-20-10,41.30%,25.00%,33.70%,100%,41.14%,7.6%,37.9%,48.0%,27.9%,"1,107.34","1,088.33","1,115.05"
5-27-10,29.83%,19.30%,50.88%,100%,39.71%,-21.1%,37.9%,48.0%,27.9%,"1,089.60","1,074.27","1,067.95"
6-3-10,37.09%,22.07%,40.85%,100%,38.99%,-3.8%,37.9%,48.0%,27.9%,"1,105.67","1,098.82","1,098.38"
6-10-10,34.48%,22.41%,43.10%,100%,37.24%,-8.6%,37.9%,48.0%,27.9%,"1,083.05","1,058.77","1,055.69"
6-17-10,42.45%,26.89%,30.66%,100%,37.78%,11.8%,37.9%,48.0%,27.9%,"1,117.72","1,106.38","1,114.61"
6-24-10,34.46%,33.11%,32.43%,100%,36.92%,2.0%,37.9%,48.0%,27.9%,"1,090.93","1,079.17","1,092.04"
