ticker,52WeekChange_imputed,Avg Volume_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next 5Y_imputed,EPS next Q_imputed,EPS next Y_imputed,Employees_imputed,Forward P/E_imputed,Insider Own_imputed,Insider Trans_imputed,LT Debt/Eq_imputed,Market Cap_imputed,P/E_imputed,P/FCF_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Quarter_imputed,Quick Ratio_imputed,Recom_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,Short Ratio_imputed,ask_imputed,dayHigh_imputed,enterpriseToEbitda_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,previousClose_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,regularMarketPreviousClose_imputed,regularMarketPrice_imputed,shortRatio_imputed,twoHundredDayAverage_imputed
SOL,0.32222235,1080000000.0,1.39,0.21,0.9,0.93,0.15,0.01,0.0,222.0,51.88,0.001,0.0,0.48,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.5,2.5,0.9259999999999999,0.11079204,0.04,2.25,3.8,15.653,1.8794286,0.85,29.750002,2.9,0.01,2.38,0.06942094,3.8,2.03,2.9,2.38,2.9,0.07,1.322029
SPAQ,0.55896926,8720000000.0,1.11,0.0,1.0,0.0,0.2,-0.1,-0.536,9.0,12.33,0.001,0.0,0.0,27970000000.0,152.08,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,-0.073,0.11079204,0.04,10.09,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,1.92,0.06942094,0.75,1.62,1.81,1.92,1.81,0.04,11.639058
SVM,0.5463917,1550000000.0,2.03,1.0,5.1,0.01,0.05,0.08,0.0,28.0,27.23,0.038,0.0,0.0,1230000000.0,35.76,18.0,1.3781,1.7558,1.3784999999999998,4.9,2.0,0.0,0.11079204,0.01,2.25,0.75,16.467,0.7605343,1.5,17.275,7.64,2.42,7.74,7.6037464,0.75,2.66,7.64,2.27,7.64,1.28,12.840109
TCON,0.5463917,1560000000.0,1.11,0.0,1.6,1.5,0.2,-0.65,0.0,8.0,12.33,0.017,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.5026,1.6,2.2,0.0,0.11079204,0.33,4.73,0.75,-4.081,0.7605343,0.95,-2.47644,1.81,0.01,4.08,0.06942094,0.75,2.66,1.81,4.08,0.55,0.14,2.09871
TCS,0.5463917,1550000000.0,2.03,0.19,1.2,0.0,0.153,-0.1,0.0,50.0,27.32,0.003,0.0,1.13,27970000000.0,213.75,11.78,1.3781,1.7558,1.3784999999999998,0.6,3.7,0.0,0.11079204,4.36,6.75,0.55,-4.081,4.2134285,1.8,17.275,1.81,5.78,8.11,0.06942094,0.55,6.11,1.81,4.08,1.81,0.08,12.840109
TENX,0.5463917,1190000000.0,1.59,0.35,2.4,0.07,0.2,-0.15,0.145,9.0,15.7,0.001,0.0,0.0,27970000000.0,102.44,9.02,1.3781,1.7558,1.3784999999999998,2.4,2.0,0.0,0.11079204,0.03,1.7,1.9,-4.081,0.7605343,0.25,17.275,1.81,0.01,1.91,0.06942094,1.9,1.07,1.81,1.91,1.81,0.08,12.840109
TGB,0.5463917,2000000000.0,1.59,0.19,1.9,1.35,0.2,0.02,0.0,2.0,64.71,0.023,0.0,1.3,27970000000.0,102.44,22.57,1.3781,1.7558,1.3784999999999998,1.3,3.0,0.0,0.11079204,0.04,0.5088,0.75,-4.081,0.7605343,0.2,17.275,1.81,0.01,1.22,0.06942094,0.75,1.01,1.81,1.22,0.55,0.1,12.840109
TLGT,0.5463917,1550000000.0,1.65,1.13,2.3,0.0,0.15,-1.48,0.239,252.0,12.33,0.0102,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,3.0,-0.257,0.11079204,1.76,0.85,1.03,-4.081,0.7605343,0.8,-0.16462302,1.28,-0.01,1.08,0.08065094,1.03,0.8,1.28,1.08,1.28,1.36,12.840109
TLRY,0.5463917,3680000000.0,1.59,0.19,1.8,0.0,-0.042,-0.22,0.0,8.0,12.33,0.001,0.0,3.65,27970000000.0,102.44,0.22,1.3781,-0.30269999999999997,1.3784999999999998,1.2,2.9,0.0,0.11079204,0.03,4.75,0.75,-4.828,0.7605343,0.25,17.275,5.14,0.45,4.08,0.06942094,0.75,4.7,5.14,4.08,5.14,0.17,12.840109
TRCH,0.5463917,1560000000.0,2.39,0.0,0.1,1.0,0.2,-0.06,0.0,2.0,12.33,0.2545,0.0,0.13,27970000000.0,3.64,0.22,1.3781,1.7558,-0.35969999999999996,0.1,3.0,-0.8079999999999999,0.11079204,0.04,0.5088,0.75,-12.678,0.7605343,0.21,17.275,0.251,0.01,2.27,0.06942094,0.75,3.5,0.251,2.27,0.251,0.08,12.840109
USIO,0.5463917,2230000000.0,1.68,0.08,1.0,0.13,0.2,-0.08,0.0,2.0,149.8,0.002,0.0,0.07,29800000000.0,102.44,2.5,1.3781,1.7558,1.3784999999999998,1.0,1.8,0.0,0.11079204,0.83,1.69,1.65,-4.081,0.7605343,0.75,17.275,1.54,-0.04,2.27,1.1023704,1.65,1.59,1.54,2.27,1.54,0.07,12.840109
VCNX,-0.69870126,1550000000.0,1.59,0.0,0.3,0.0,0.2,-0.44,-0.011000000000000001,45.0,12.33,0.025,2.1452,0.0,39080000000.0,102.44,0.22,1.3781,1.7558,-0.33520000000000005,0.3,2.0,0.0,0.11079204,0.07,1.86,2.22,-2.593,5.443143,1.85,-1.2960894,2.19,0.01,2.27,0.06942094,2.22,1.85,2.19,2.27,2.19,0.28,4.554203
VGZ,0.5463917,1190000000.0,1.31,0.08,2.3,0.0,0.2,-0.1,0.0,15.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,0.1231,2.3,2.0,0.0,0.11079204,0.29,1.13,1.2,-4.081,0.7605343,0.36,17.275,1.17,0.01,1.92,0.06942094,1.2,1.07,1.17,1.92,1.17,0.3,12.840109
VSTO,2.4087365,1240000000.0,1.59,0.0,2.7,0.0,0.25,0.64,0.0,7.0,12.36,0.02,0.0,0.0,1120000000.0,102.44,7.38,1.3781,1.7558,0.4537,1.4,2.1,0.0,0.11079204,0.01,2.25,0.55,12.043,0.7605343,0.25,17.275,1.81,0.4,2.27,0.06942094,0.55,2.03,1.81,2.27,0.55,1.59,12.840109
VVPR,7.536764,2310000000.0,4.95,0.24,1.0,1.46,0.2,-0.08,0.0,204.0,149.8,0.8128,0.0,1.39,102840000000.0,102.44,0.22,9.3957,1.7558,1.3784999999999998,0.3,2.0,-0.065,0.11079204,0.04,7.98,13.75,29.996,3.6542,0.59,17.275,9.68,0.01,7.9,2.1570487,13.75,7.53,9.68,7.9,7.99,0.06,1.717442
VXRT,0.5463917,1550000000.0,-0.04,0.41,4.0,0.0,0.2,-0.09,0.14300000000000002,28.0,15.7,0.005,-0.9886,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.2539,4.0,2.0,0.0,0.11079204,0.01,7.1,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.93,5.3651447
VYNE,0.5463917,1190000000.0,1.59,0.57,4.9,0.0,0.2,-0.16,0.0,7.0,12.33,0.021,0.0,0.0,27970000000.0,102.44,0.22,1.3781,0.020099999999999996,-0.21239999999999998,4.7,2.0,0.0,0.11079204,0.03,1.55,0.75,-4.081,0.7605343,0.25,17.275,1.72,-0.01,2.27,0.06942094,0.75,1.51,1.72,2.27,1.72,4.59,12.840109
WRTC,0.5463917,1150000000.0,1.11,0.93,24.1,0.01,0.2,-0.09,0.0,8.0,12.33,0.026000000000000002,0.0,0.01,27970000000.0,102.44,0.22,0.4384,1.7558,-0.35969999999999996,22.8,2.0,0.0,0.11079204,0.03,0.5088,0.55,-4.081,0.7605343,0.25,17.275,0.55,0.01,8.14,0.06942094,0.55,2.66,0.55,8.14,0.55,3.12,12.840109
WTRH,0.5463917,5250000000.0,1.59,0.0,1.8,1.77,0.2,0.05,0.0305,8.0,16.65,0.021,-0.10400000000000001,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.8,2.2,0.0,0.11079204,0.03,0.5088,0.55,-26.124,0.7605343,0.213,16.3,0.55,0.83,4.08,0.06942094,0.55,2.66,0.55,4.08,0.55,0.08,12.840109
WVE,0.5463917,3680000000.0,0.32,2.1,1.3,0.0,0.2,-0.69,0.537,301.0,12.33,0.006999999999999999,-0.5204,0.0,539990000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.1,-0.605,0.10953009,4.26,10.09,0.75,-2.295,0.7605343,6.61,-5.7257147,19.79,0.01,4.08,0.06942094,0.75,2.66,19.79,4.08,19.79,5.42,12.840109
WWR,0.5463917,1060000000.0,1.77,0.0,0.8,0.02,0.2,-0.1,0.0,28.0,12.33,0.006999999999999999,0.0,0.01,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.8,2.0,0.0,0.11079204,0.03,1.74,0.75,-4.081,0.7605343,0.25,17.275,1.45,0.01,1.92,0.06942094,0.75,1.34,1.45,1.92,1.45,0.14,12.840109
ZGNX,0.5463917,1060000000.0,1.79,0.19,4.6,0.0,0.08800000000000001,-0.1,0.3,141.0,12.33,0.002,0.0084,0.0,1040000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.6,1.8,0.0,0.11079204,4.74,0.5088,19.83,-4.081,23.915714,0.25,17.275,0.55,-0.72,2.27,0.06942094,19.83,18.29,0.55,2.27,0.55,0.08,12.840109
WRN,0.5463917,1190000000.0,1.59,0.0,0.1,0.0,0.2,-0.08,-0.536,9.0,12.33,0.059000000000000004,0.0,0.0,27970000000.0,3.64,0.22,1.3781,-0.1417,0.33549999999999996,2.7,2.0,-0.987,0.11079204,0.95,1.74,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,4.08,0.3934893,0.75,2.66,1.81,9.04,0.55,0.04,12.840109
ADTX,0.5463917,1060000000.0,1.59,0.0,0.0,0.0,0.2,-0.08,-0.536,2.0,12.33,0.059000000000000004,0.0,0.0,16520000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.0,2.0,0.0,0.08708286,0.09,1.74,0.75,-4.081,0.7605343,1.62,17.275,1.85,0.01,1.92,0.06942094,0.55,1.62,1.85,1.92,1.85,0.02,12.840109
AIM,0.5463917,6050000000.0,1.82,0.92,42.2,0.05,0.25,-0.08,0.14,31.0,15.7,0.005,0.1335,0.04,27970000000.0,102.44,0.22,1.3781,1.7558,0.0,42.2,2.0,0.379,0.08708286,0.36,2.25,2.49,-4.817,2.2905715,0.38,-7.25,2.4,-0.23,2.27,0.06942094,2.49,1.97,2.4,2.27,2.13,0.08,12.840109
CMRX,0.5463917,2230000000.0,1.85,0.0,15.9,0.0,0.2,-0.17,0.0,7.0,15.7,0.001,0.0,0.0,145810000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,15.9,2.3,0.0,0.08708286,0.01,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.27,15.243265,0.75,2.66,1.81,2.27,0.55,0.08,12.840109
CTRA,0.5463917,1550000000.0,1.13,0.0,2.4,1.53,0.2,-0.1,0.836,2.0,12.33,0.022000000000000002,0.0,1.46,27970000000.0,102.44,0.22,1.3781,0.8356,1.3784999999999998,1.9,3.0,0.0,0.08708286,0.01,7.98,0.75,-4.081,0.7605343,1.93,17.275,0.55,0.01,2.27,0.06942094,0.75,7.52,0.55,2.27,0.55,0.08,12.840109
CXDO,0.5463917,2230000000.0,2.51,0.29,2.1,0.53,0.2,0.02,0.0,50.0,47.91,0.001,0.0,0.34,27970000000.0,73.47,94.39,1.3781,1.7558,0.0,1.9,1.5,0.0,0.08708286,0.23,0.5088,0.55,-4.081,0.7605343,0.25,17.275,0.55,-0.04,2.27,0.06942094,0.55,5.5,0.55,2.27,0.55,0.49,12.840109
DGLY,0.5463917,1250000000.0,1.82,0.58,2.8,0.0,0.2,-0.1,0.0,7.0,15.7,0.08199999999999999,-0.047400000000000005,0.08,27970000000.0,102.44,0.22,1.8641999999999999,1.7558,1.3784999999999998,2.2,2.0,0.0,0.08708286,0.95,2.27,2.53,-4.081,0.7605343,0.25,-7.25,2.4,0.01,2.27,0.06942094,2.53,2.66,2.4,2.27,2.4,0.08,2.072374
GLNG,-0.22417748,1220000000.0,0.91,1.36,0.2,2.11,0.2,-0.07,1.077,1647.0,149.8,0.465,0.0,1.12,1070000000.0000001,102.44,7.28,-0.1478,1.7558,-0.066,0.2,1.5,0.057,0.08708286,4.34,7.09,9.11,13.197,0.7605343,4.54,197.33334,6.97,0.02,11.35,1.2813916,9.11,2.66,6.97,11.35,6.97,6.02,12.840109
GRAF,0.5463917,1360000000.0,1.59,0.03,0.6,0.0,0.2,-0.1,0.0,2.0,12.33,0.001,-0.7620999999999999,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.6,2.0,0.0,0.08708286,0.65,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.01,1.92,0.06942094,0.75,2.66,1.81,1.92,0.55,0.04,12.840109
ICLK,0.5463917,1360000000.0,1.11,0.5,1.5,0.26,0.2,0.01,3.1273,7.0,40.37,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.5,1.8,0.0,0.08708286,0.66,6.44,0.55,-4.081,0.7605343,0.25,17.275,1.81,-0.04,2.27,0.06942094,2.25,5.5,1.81,2.27,0.55,0.08,12.840109
KBNT,0.5463917,1550000000.0,1.59,0.0,0.1,0.0,0.2,-0.1,0.159,11.0,12.33,0.23600000000000002,0.0,0.0,20090000000.0,102.44,0.22,1.3781,-0.4113,1.3784999999999998,0.1,2.0,0.0,0.08708286,0.01,2.24,0.55,-4.081,0.7605343,1.5,17.275,3.15,0.01,4.08,0.06942094,0.55,2.66,3.15,4.08,1.81,0.02,12.840109
LONE,-0.900369,2310000000.0,3.27,0.07,0.1,0.0,0.2,-0.04,0.72,84.0,12.33,0.031,0.0,0.0,5380000000.0,3.64,0.07,-0.6175999999999999,-0.22390000000000002,-0.675,0.1,2.0,-0.815,0.08708286,0.22,0.5088,0.75,-4.081,0.7605343,0.19,-0.8865385,0.55,-0.04,4.08,0.03303814,0.75,0.19,0.55,4.08,0.55,0.08,0.5076978
MICT,0.5463917,1240000000.0,1.35,0.74,1.1,2.16,0.2,-0.1,0.871,53.0,12.33,0.233,-0.2645,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,2.0,0.0,0.08708286,0.35,3.12,5.105,-4.081,0.7605343,0.38,17.275,3.15,0.01,3.85,0.06942094,5.105,4.7,3.15,3.85,0.55,0.17,1.8973669
MNOV,0.5463917,1930000000.0,1.55,1.36,22.0,0.0,0.2,-0.12,0.0,8.0,12.33,0.023,-0.0009,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,22.0,1.5,0.0,0.08708286,0.03,0.5088,5.48,-4.081,0.7605343,2.79,17.275,0.55,-0.8,4.08,0.06942094,5.48,2.66,0.55,4.08,0.55,2.79,12.840109
MRNS,0.5463917,1220000000.0,1.79,0.0,2.1,0.0,0.2,-0.6,0.0,42.0,149.8,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,11.5,1.5,0.0,0.08708286,0.03,2.25,0.75,-4.081,0.7605343,1.5,17.275,1.81,-0.21,2.27,0.06942094,0.75,3.5,1.81,2.27,0.55,7.34,12.840109
MYOV,0.5463917,1240000000.0,2.6,1.11,2.1,0.0,0.2,-0.74,0.18899999999999997,214.0,15.7,0.018000000000000002,1.7653,0.0,27970000000.0,102.44,0.22,1.3781,-0.2116,1.3784999999999998,2.1,1.9,0.0,0.08708286,1.61,0.5088,0.55,-4.081,19.755428,4.14,-7.7475247,1.81,0.01,2.27,42.32552,0.55,2.66,1.81,2.27,0.55,0.04,12.840109
NAOV,0.5463917,3910000000.0,-0.45,0.0,0.6,0.0,0.2,-0.06,0.0,10.0,12.33,0.1119,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.5,2.0,0.0,0.08708286,0.02,0.5088,1.07,-4.081,0.93831426,0.535,17.275,1.01,-0.04,1.05,17.506496,1.07,2.66,1.01,1.05,0.8901,0.24,12.840109
ODT,0.5463917,1190000000.0,1.59,0.0,5.0,0.0,0.2,-0.95,0.0,25.0,12.33,0.017,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,5.0,2.2,0.0,0.08708286,0.03,3.14,0.75,-4.081,0.7605343,1.5,17.275,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,0.17,12.840109
PRTY,0.5463917,6010000000.0,3.33,0.0,1.1,0.0,-0.046799999999999994,-0.32,0.0,53.0,9.55,0.001,0.6261,0.0,27970000000.0,102.44,4.62,3.5006,1.7558,1.3784999999999998,0.4,2.8,0.0,0.08708286,0.01,0.5088,0.75,-4.081,0.7605343,0.26,17.275,2.4,0.73,4.08,0.13114062,0.75,2.66,2.4,4.08,0.55,1.14,1.3738489
PULM,0.433735,1190000000.0,1.82,0.8,2.0,0.0,0.2,-0.22,0.0,22.0,15.7,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.0,2.0,0.0,0.08708286,0.14,0.5088,0.75,-4.081,0.7605343,0.61,17.275,1.17,-0.04,1.19,0.06942094,0.75,1.07,1.17,1.19,1.17,0.17,12.840109
QLGN,0.5463917,1240000000.0,1.59,0.0,0.3,0.0,0.2,-0.1,0.0,8.0,12.33,0.095,0.0,0.0,27970000000.0,3.64,0.22,1.3781,1.7558,-0.0638,0.2,2.0,0.0,0.08708286,0.72,2.96,4.69,-4.081,0.7605343,1.5,17.275,4.01,0.01,4.08,0.06942094,4.69,2.66,4.01,4.08,4.01,0.17,12.840109
RAD,0.5463917,3370000000.0,1.59,0.19,1.5,5.46,-0.0369,-0.03,0.0,2.0,149.8,0.022000000000000002,0.0,0.0,27970000000.0,102.44,1.74,1.3781,1.7558,1.3784999999999998,0.8,3.4,0.122,0.08708286,0.04,11.07,0.75,-4.081,0.7605343,0.25,17.275,1.81,-9.52,4.08,0.06942094,0.55,10.85,1.81,4.08,0.55,0.08,12.840109
REKR,0.5463917,2230000000.0,1.11,0.06,1.0,0.0,0.2,-0.06,0.0,2.0,134.0,0.003,-0.005600000000000001,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.8,3.0,0.0,0.08708286,0.2,5.85,0.75,-25.576,0.7605343,1.85,17.275,0.55,-0.04,2.27,0.06942094,0.75,5.5,0.55,2.27,0.55,0.56,12.840109
RENN,-0.45348895,1550000000.0,1.53,0.25,0.7,0.3,0.2,-0.1,0.0,820.0,15.7,0.5007,0.0,0.0,32130000000.000004,102.44,0.22,0.1812,-0.563,-0.7484000000000001,0.5,3.0,1.995,0.08708286,1.68,1.16,3.78,-0.79,2.5114286,0.45,-1.6164383,1.4,0.01,3.85,0.10345507,3.78,1.08,1.4,3.85,1.4,2.09,2.3843884
SGBX,0.5463917,1550000000.0,1.59,1.77,8.9,0.0,0.2,0.04,0.0,7.0,12.33,0.006,0.0,0.0,11720000000.0,102.44,0.22,-0.2165,1.7558,1.3784999999999998,8.9,2.0,-0.14300000000000002,0.08708286,0.23,1.6,0.75,-4.081,0.7605343,1.16,3.8,1.81,-0.04,2.27,0.06942094,0.75,1.51,1.81,2.27,0.55,0.48,12.840109
SNDL,0.5463917,7420000000.0,1.59,0.08,1.8,1.36,0.2,-0.11,0.701,7.0,12.33,0.3525,0.0,1.28,27970000000.0,3.64,0.22,-0.821,1.7558,1.3784999999999998,0.7,3.0,0.047,0.08708286,0.89,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,0.01,0.2091,0.06942094,0.75,2.66,0.55,0.2091,0.2,0.42,12.840109
TTNP,0.5463917,1190000000.0,2.39,0.05,1.8,0.0,0.2,-0.04,-0.154,21.0,12.33,0.003,0.0,0.0,15540000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.6,3.0,0.0,0.08708286,0.04,0.5088,0.55,-4.081,0.7605343,0.25,17.275,0.55,-0.04,4.08,0.06942094,0.55,2.66,0.55,4.08,0.55,0.07,12.840109
UAMY,0.5463917,1370000000.0,1.11,0.01,0.3,0.11,0.2,-0.06,0.0,103.0,12.33,0.079,0.0,0.06,19180000000.0,3.64,0.22,1.3781,-0.1429,-0.5024000000000001,0.2,3.0,-0.304,0.08708286,0.28,0.44,0.3,-4.081,0.7605343,0.25,17.275,0.55,-0.04,4.08,0.06942094,0.3,2.66,0.55,4.08,0.55,0.08,12.840109
BTU,0.5463917,2000000000.0,1.4,9.42,2.0,1.71,0.2,-0.92,0.856,6600.0,12.33,0.015,-0.0323,1.7,266010000000.0,102.44,0.22,-0.1586,1.7558,1.3784999999999998,1.6,3.0,-0.455,0.09615803,4.15,2.45,3.44,2.852,0.7605343,2.27,17.275,3.35,0.01,4.08,0.07977045,3.44,3.51,3.35,4.08,3.35,4.59,12.840109
CEI,0.5463917,2089999999.9999998,0.89,0.07,1.3,0.0,0.2,-0.06,0.0,2.0,12.33,0.0999,0.0,0.0,13800000000.0,0.0,0.22,1.3781,1.7558,1.3784999999999998,1.3,3.0,-0.722,0.09615803,0.19,0.5088,0.75,-3.799,0.7605343,0.46,17.275,0.7,-0.04,1.92,0.06942094,0.75,0.55,0.7,1.92,0.7,0.53,12.840109
CPSH,0.5463917,1190000000.0,1.59,0.01,2.1,0.21,0.2,-0.08,0.0,2.0,15.7,0.008,0.0,0.03,27970000000.0,31.75,9.02,1.3781,0.0245,1.3784999999999998,1.2,2.0,0.0,0.09615803,0.02,1.7,1.84,-4.081,0.7605343,0.88,17.275,1.81,-0.04,1.91,0.06942094,1.84,1.62,1.81,1.91,1.81,0.06,12.840109
DPW,0.5463917,3610000000.0,3.61,0.24,0.4,4.07,0.2,-0.06,0.0,29.0,15.7,0.098,0.0,0.27,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,0.08,0.09615803,0.09,1.95,0.75,-4.081,0.7605343,0.53,17.275,2.09,0.01,2.33,0.06942094,0.75,1.92,2.09,2.33,2.09,0.14,12.840109
JE,-0.9955249,2280000000.0,1.59,0.02,0.1,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,1070000000.0000001,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,1.7,-0.115,0.09615803,0.11,0.5088,0.75,-4.081,0.7605343,0.24,0.5403846,0.39,0.01,4.08,0.06942094,0.75,2.66,0.39,4.08,0.39,0.34,12.840109
NCTY,0.5463917,1430000000.0,1.59,0.02,0.1,0.0,0.2,-0.06,0.0,61.0,12.33,0.451,0.0,0.0,27970000000.0,3.64,0.22,1.3781,0.6886,1.3784999999999998,0.1,4.0,-0.987,0.09615803,0.52,0.5088,1.02,-4.081,0.7605343,0.35,17.275,0.93,0.01,1.11,0.06942094,1.02,0.46,0.93,1.11,0.93,2.99,12.840109
NETE,0.5463917,1470000000.0,1.5,0.2,0.8,3.54,0.2,-0.09,0.494,82.0,12.33,0.021,0.0,3.21,52230000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.8,3.0,-0.17,0.09615803,0.05,7.1,8.69,-4.081,0.7605343,1.47,-113.25,1.81,0.01,7.74,0.4956205,8.69,2.66,1.81,7.74,0.55,0.05,12.840109
NINE,-0.7781403,1550000000.0,1.59,0.0,7.2,0.0,0.2,-0.89,0.303,8.0,12.33,0.006999999999999999,0.0,0.0,27970000000.0,102.44,0.77,1.3781,1.7558,1.3784999999999998,5.1,3.4,0.0,0.09615803,0.03,0.5088,1.24,-4.081,0.7605343,0.38,17.275,1.35,0.01,2.27,0.06942094,1.24,1.1,1.35,2.27,1.35,0.17,12.840109
NNDM,0.5463917,1930000000.0,1.82,0.84,12.5,0.03,0.2,-0.08,0.0,68.0,12.33,0.001,0.0,0.03,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,11.6,2.0,-0.897,0.09615803,0.19,1.55,0.75,-4.081,0.7605343,0.51,17.275,1.54,-0.01,2.86,20.884453,0.75,1.5,1.54,2.86,1.54,0.48,12.840109
PECK,0.5463917,2230000000.0,1.11,0.02,1.0,1.16,0.2,-0.1,0.0,50.0,12.33,0.7287,0.0,0.42,27970000000.0,102.44,0.22,1.3781,1.7558,0.335,1.0,2.0,-0.723,0.09615803,0.01,5.15,0.55,-4.081,0.7605343,1.493,17.275,1.81,-0.04,7.9,1.4819053,0.55,1.62,1.81,7.9,1.81,0.04,12.840109
POLA,0.5463917,2230000000.0,1.59,0.07,6.1,0.16,0.2,-0.13,0.0,2.0,15.7,0.001,0.0,0.14,27970000000.0,102.44,0.22,1.2302,1.7558,1.3784999999999998,1.4,2.0,0.0,0.09615803,0.05,0.5088,0.75,-4.081,0.7605343,0.95,-11.481481,2.8,0.01,2.27,0.06942094,0.75,2.66,2.8,2.27,2.8,0.08,12.840109
PPSI,0.11720693,2230000000.0,0.7,0.93,2.3,0.17,0.06,-0.06,0.0,95.0,15.7,0.004,0.0,0.14,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.8,3.0,-0.055999999999999994,0.09615803,0.03,1.58,0.75,-4.075,0.7605343,0.9,17.275,1.81,-0.04,1.83,0.06942094,0.75,1.5,1.81,1.83,0.55,0.12,12.840109
RIG,-0.7559198,25480000000.0,2.39,2.53,2.1,0.82,0.048,-0.14,-0.282,6600.0,12.33,0.0575,0.0,0.77,566100000000.0,102.44,0.22,-0.4396,-0.5446,-0.6434000000000001,1.8,3.6,0.22699999999999998,0.09615803,4.44,0.82,1.24,7.574,1.8534286,0.76,-0.73385316,1.23,-0.22,1.34,0.15057547,1.24,1.01,1.23,1.34,1.23,4.92,1.7742753
SPI,0.5463917,6800000000.0,0.96,0.19,0.3,0.0,0.2,-0.06,0.0,63.0,12.33,0.5333,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.3,2.0,-0.603,0.09615803,0.0,5.59,0.75,-4.081,0.7605343,0.55,17.275,1.81,0.01,2.27,0.8367439,0.75,5.5,1.81,2.27,1.81,0.05,12.840109
SUNW,0.5463917,2230000000.0,1.76,0.47,1.3,0.62,0.1,-0.05,0.85,178.0,15.7,0.0172,0.0,0.35,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.2,3.0,-0.48100000000000004,0.09615803,0.03,2.27,2.76,-5.329,0.7605343,0.29,-17.416666,2.67,-0.49,2.97,0.06942094,2.76,1.97,2.67,2.97,0.55,0.13,12.840109
TUSK,-0.23046088,1550000000.0,1.85,0.4,3.7,0.16,0.2,-0.4,0.349,2.0,15.7,0.006999999999999999,0.0,0.16,76820000000.0,102.44,6.46,1.3781,1.7558,1.3784999999999998,3.6,3.0,0.0,0.09615803,6.85,1.68,0.55,-7.101,0.7605343,0.56,17.275,1.88,-0.04,1.92,0.22168335,0.55,1.64,1.88,1.92,1.88,0.08,12.840109
UTI,0.5463917,1550000000.0,2.09,0.19,1.4,0.0,0.15,0.12,0.0,8.0,19.04,0.013000000000000001,-0.5738,0.0,27970000000.0,47.95,0.22,-0.009399999999999999,1.7558,-0.20629999999999998,1.4,1.7,0.0,0.09615803,4.74,0.5088,5.62,-4.081,0.7605343,0.25,18.172415,0.55,-13.04,4.08,0.06942094,5.62,2.66,0.55,4.08,0.55,0.08,12.840109
