ticker,52W Low_imputed,52WeekChange_imputed,Avg Volume_imputed,Change_imputed,EPS next 5Y_imputed,EPS next Y_imputed,EPS past 5Y_imputed,Insider Own_imputed,Insider Trans_imputed,Inst Trans_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Week_imputed,Perf YTD_imputed,ROI_imputed,SMA20_imputed,SMA200_imputed,SMA50_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,ask_imputed,bid_imputed,dayHigh_imputed,dayLow_imputed,enterpriseToEbitda_imputed,enterpriseToRevenue_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardEps_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,shortRatio_imputed,trailingEps_imputed,twoHundredDayAverage_imputed,ATR_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next Q_imputed,Employees_imputed,Forward P/E_imputed,LT Debt/Eq_imputed,P/B_imputed,P/E_imputed,P/S_imputed,Quick Ratio_imputed,Recom_imputed,Rel Volume_imputed,Short Ratio_imputed
JNCE,2.3333,2.1924198,1120000000.0,-0.1333,0.2,-0.153,0.43,0.006,-0.06570000000000001,-0.0026,2.102,1.3397,0.4698,0.25429999999999997,0.302,-0.0741,0.1377,-0.1555,0.0,0.13119566,9.3,9.29,10.91,9.18,7.68,1.453,5.726857,2.79,-2.79,-3.332258,10.79,0.01,2.6630929,10.91,9.18,10.79,13.51,0.628,5.3302174,0.79,1.68,3.61,8.0,0.0,-0.78,130.0,12.33,0.0,2.57,15.6,2.84,8.0,2.3,0.22,1.1
NVUS,1.135,-0.16000003,3480000000.0,-0.10800000000000001,0.2,0.633,0.321,0.045899999999999996,0.0,0.11259999999999999,2.5074,1.426,0.2353,-0.0885,-0.038,-0.0741,0.1377,1.4875999999999998,0.0,0.13119566,0.44,1.03,1.03,0.9051,0.105,1.584,3.9562857,0.25,-0.29,-0.6744681,0.958,0.01,17.238573,1.03,0.9051,0.958,0.82,-1.182,4.554236,2.12,2.53,0.43,8.9,0.0,-0.1,7.0,12.33,0.0,30.09,3.64,0.15,8.9,2.3,0.11,0.57
CKPT,1.135,-0.16000003,1040000000.0,-0.114,0.2,0.0,-0.162,0.02,0.0,-0.0171,2.5074,-0.1429,0.2353,-0.0885,-0.03,-0.2218,0.1377,1.4875999999999998,0.0,0.12594831,0.44,3.45,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,3.31,5.15,0.17,-0.045,4.554236,0.34,1.81,0.3,2.9,0.0,-0.08,8.0,12.33,0.0,0.4,3.64,0.03,2.9,1.7,0.53,0.01
FRTA,2.6406,-0.16000003,1550000000.0,-0.14029999999999998,0.15,0.0,-0.226,0.006999999999999999,-0.024900000000000002,0.0361,3.1155,-0.0088,0.2353,-0.0885,0.059000000000000004,-0.0741,0.1377,-0.1555,0.0,0.12594831,0.44,12.75,14.8,4.21,-19.88,1.584,3.9562857,3.45,1.07,-0.6744681,5.15,-0.52,17.238573,14.8,4.21,1.81,0.08,-0.045,10.250863,0.94,2.51,0.19,2.3,0.0,0.48,7.0,12.08,0.0,0.4,34.46,0.15,1.3,2.3,0.28,0.04
GNW,1.135,-0.16000003,2000000000.0,-0.114,0.05,0.0,-0.162,0.008,0.0,156400000000.0,2.5074,-0.1429,-0.0633,-0.0885,0.004,-0.0741,0.1377,-0.2978,0.0,0.12594831,0.44,3.07,14.8,3.5,-19.88,0.72,3.9562857,1.5,0.3,-0.6744681,2.4,0.01,0.22775476,14.8,3.5,2.4,2.48,-0.045,4.554236,0.22,1.23,0.19,0.6,0.19,0.04,3100.0,11.55,0.19,0.12,9.88,0.24,1.2,3.0,0.61,0.04
JE,1.135,-0.86,2280000000.0,-0.1073,0.2,-0.536,-0.162,0.42979999999999996,0.0,156400000000.0,-0.9793999999999999,-0.1429,-0.24109999999999998,-0.8963,-0.42100000000000004,-0.2218,0.1377,1.4875999999999998,-0.115,0.11079204,0.2645,0.315,0.46,4.21,-2.722,1.584,3.9562857,0.21,0.52,0.5209616,0.251,0.01,0.3934893,0.46,4.21,0.251,0.48,1.76,4.554236,2.63,1.59,0.0,0.1,0.0,0.15,880.0,12.33,0.0,0.4,3.64,0.03,0.1,1.7,33.71,0.11
MCS,1.135,-0.16000003,1550000000.0,-0.114,0.15,-0.36590000000000006,0.092,0.031,0.0,0.0645,2.5074,-0.1429,0.2353,-0.5713,0.025,-0.38909999999999995,0.1377,1.4875999999999998,0.0,0.12594831,0.44,0.8,11.5,3.5,-19.88,1.584,14.196857,0.25,-0.06,-0.6744681,5.15,-0.32,17.238573,11.5,4.21,5.15,0.08,-0.045,4.554236,0.73,1.53,0.19,0.8,0.65,-1.2,2.0,0.19,0.48,0.4,3.64,0.39,0.8,1.7,0.28,0.04
NCNA,1.135,-0.26103896,1360000000.0,-0.19510000000000002,0.2,0.0,-0.162,0.002,0.0,156400000000.0,2.5074,0.0053,0.2353,-0.0885,-0.42100000000000004,-0.2218,0.1377,1.4875999999999998,0.0,0.12594831,0.44,4.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.17,-0.045,4.554236,0.29,1.59,0.0,9.0,0.01,-0.25,31.0,12.33,0.0,4.32,3.64,0.19,9.0,1.4,0.5,0.04
NVUS,1.135,-0.16000003,3480000000.0,-0.10800000000000001,0.2,0.633,0.321,0.045899999999999996,0.0,0.11259999999999999,2.5074,1.426,0.2353,-0.0885,-0.42100000000000004,-0.038,0.1377,0.004699999999999999,0.0,0.12594831,0.44,1.01,0.955,0.9051,0.105,1.584,3.9562857,0.25,-0.29,-0.6744681,0.93,0.01,17.238573,0.955,0.85,0.93,0.82,-1.182,4.554236,2.12,2.53,0.43,8.9,0.0,-0.1,7.0,12.33,0.0,30.09,3.64,0.03,8.9,2.3,0.11,0.57
PLAY,1.135,-0.16000003,6800000000.0,-0.114,0.0458,-0.36590000000000006,-0.162,0.016,-0.12210000000000001,0.0645,2.9251,-0.1429,0.2353,-0.5241,-0.038,-0.0741,0.1377,-0.0394,0.0,0.12594831,0.44,0.8,14.8,4.21,-19.88,1.584,15.587857,0.25,-0.23,56.48,5.15,-1.08,17.238573,14.8,4.21,5.15,2.48,-0.045,4.554236,1.37,1.81,0.19,0.9,2.98,-1.04,7.0,185.06,2.92,0.4,3.64,0.15,0.8,2.5,0.32,0.04
SALM,0.5692,-0.16000003,1870000000.0,-0.10529999999999999,0.07,-0.36590000000000006,-0.47600000000000003,0.225,0.0,156400000000.0,2.5074,-0.05,0.2353,-0.0885,-0.025,-0.0398,0.1377,1.4875999999999998,0.0,0.12594831,0.44,1.03,14.8,1.01,-19.88,1.286,3.9562857,0.65,-0.02,-0.6744681,1.08,-0.08,17.238573,14.8,1.01,1.08,0.76,-0.045,1.1141007,0.13,1.6,0.0,0.8,1.77,-0.01,2.0,0.19,0.0,0.4,3.64,0.11,0.7,2.0,0.45,0.63
SBBP,0.972,0.22996521,1550000000.0,-0.2011,0.2,0.16899999999999998,-0.16699999999999998,0.013999999999999999,0.0,0.0553,0.1371,-0.295,-0.0070999999999999995,0.3493,-0.9540000000000001,-0.2514,-0.0217,-0.2447,0.27899999999999997,0.12594831,2.82,2.82,2.3,2.74,-2.935,5.455,3.7322857,1.43,-0.49,-4.55102,3.22,-0.22,5.9587903,2.3,2.74,3.22,1.68,-1.053,3.1006522,0.17,1.72,0.9,3.4,0.15,-0.14,71.0,0.19,0.14,2.57,3.64,5.84,3.3,1.4,0.43,1.53
XONE,1.135,-0.16000003,1150000000.0,-0.114,0.46490000000000004,0.0,-0.162,0.019,0.0,0.0361,2.5074,-0.1429,-0.06480000000000001,-0.0885,0.004,0.0556,0.1377,1.4875999999999998,0.0,0.12594831,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,3.55,-0.65,-0.6744681,5.15,-0.42,17.238573,14.8,4.21,5.15,0.17,-0.045,4.554236,0.19,2.1,0.0,1.8,0.08,-0.2,7.0,0.19,0.05,0.4,3.64,0.49,1.0,2.0,0.72,0.01
ACOR,0.2268,-0.16000003,2100000000.0,-0.114,0.29,-0.258,-0.162,0.0149,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,0.017,-0.0091,0.1377,1.4875999999999998,-0.32899999999999996,0.121969104,0.44,0.8,0.75,3.5,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,-0.01,17.238573,0.75,3.5,5.15,0.08,-0.045,0.8067143,0.08,1.59,0.19,1.1,0.0,-0.31,103.0,0.19,0.0,0.12,3.64,0.03,0.9,3.0,0.32,0.04
ISR,1.135,-0.16000003,3680000000.0,-0.114,0.2,0.0,-0.162,0.0085,0.0,156400000000.0,0.4127,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.038,0.1377,-0.07490000000000001,-0.304,0.121969104,0.621,0.6201,0.75,4.21,-12.803,1.584,0.67285717,0.29,-0.23,62.010002,5.15,0.01,17.238573,0.75,4.21,5.15,0.17,-0.045,4.554236,0.04,2.03,0.0,3.5,0.0,-0.02,53.0,0.19,0.0,0.4,3.64,0.49,3.1,2.0,0.54,0.04
MOXC,1.135,-0.16000003,1200000000.0,-0.114,0.2,0.0,0.157,0.5816,0.0,0.32409999999999994,2.5074,0.5517,-0.3004,-0.0885,-0.883,-0.0741,0.1377,1.4875999999999998,0.0,0.121969104,1.66,1.6,2.28,1.9,-19.88,57.712,3.9562857,0.5,-0.23,-0.6744681,2.28,0.01,51.73491,2.28,1.9,2.28,0.22,0.027,4.554236,0.2,3.02,0.02,1.3,3.0,-0.08,9.0,0.19,0.0,122.0,45.19,34.4,1.3,2.0,0.08,0.11
OAS,0.7079000000000001,-0.16000003,20990000000.0,-0.1081,0.1011,-0.258,-0.158,0.015,0.0,-0.3782,-0.0414,-0.4959,-0.2432,-0.9140999999999999,0.03,-0.1741,-0.6417,-0.3063,-0.6859999999999999,0.121969104,0.44,0.4433,0.4525,0.19,3.371,2.081,3.9562857,0.24,-0.19,-1.9519049,0.236,-0.76,0.09804235,0.4525,0.19,0.236,3.97,-14.115,4.554236,0.06,3.79,0.19,1.2,0.0,-0.07,609.0,12.33,0.0,0.4,3.64,0.04,1.1,3.7,2.58,3.05
OMP,1.135,-0.16000003,1550000000.0,-0.114,0.2165,6.757999999999999,-0.162,0.461,0.0,156400000000.0,2.5074,-0.20199999999999999,0.2353,-0.0885,0.31,-0.2218,0.1377,1.4875999999999998,-0.342,0.121969104,0.44,0.8,9.08,5.5,5.093,1.584,3.9562857,2.8,1.9,3.2631578,5.15,-1.28,17.238573,9.08,5.5,5.15,0.53,0.255,7.6410356,0.63,2.03,0.79,1.2,0.0,0.42,50.0,3.79,2.52,0.75,21.75,0.62,1.1,3.4,0.28,1.89
PED,1.135,-0.21084338,1890000000.0,-0.114,0.2,0.0,-0.162,0.125,0.0,0.0361,2.5074,-0.1429,0.33630000000000004,-0.2108,-0.09699999999999999,-0.0741,0.1377,1.4875999999999998,0.0,0.121969104,1.11,0.8,1.3,1.1,-19.88,1.584,0.96702856,0.25,-0.23,-0.6744681,1.26,0.01,6.9931035,1.3,1.1,1.26,0.08,-0.045,4.554236,0.22,0.69,0.16,2.7,0.0,-0.1,16.0,0.19,0.0,1.04,3.64,0.15,2.7,2.0,0.28,0.18
RKDA,1.135,-0.33962268,1250000000.0,-0.1043,0.1496,0.0,0.15,0.001,0.0,0.1191,2.5074,0.061399999999999996,0.2353,-0.3613,-0.9540000000000001,-0.0263,0.1377,0.0139,0.0,0.121969104,3.14,3.13,3.39,3.1,-32.07,0.72,3.9562857,1.5,-1.22,-0.6744681,4.01,-0.13,17.238573,3.39,3.1,4.01,0.08,-1.938,4.554236,0.24,1.59,0.0,3.1,0.26,-0.1,41.0,0.19,0.22,2.57,3.64,0.03,2.1,1.5,0.4,2.03
ADAP,1.135,5.3212123,1150000000.0,-0.114,0.01,-0.077,-0.162,0.001,0.0,0.8737,2.5074,-0.1429,0.2353,-0.0885,-0.03,0.0663,0.1377,0.0643,1.5,0.10953009,9.35,2.07,14.8,4.21,-6.799,373.577,3.9562857,1.5,-0.23,-0.6744681,5.15,-11.81,17.238573,14.8,4.21,1.81,0.08,-0.045,6.848261,0.66,2.35,0.0,11.9,0.0,-0.25,2.0,0.19,0.0,0.4,3.64,0.14,11.9,2.4,0.48,6.85
AGRX,1.135,-0.16000003,1590000000.0,-0.1026,0.2,0.0,0.23199999999999998,0.009000000000000001,0.0,156400000000.0,1.1582,-0.1429,-0.0882,-0.0885,-0.42100000000000004,0.0452,0.1377,1.4875999999999998,0.0,0.10953009,3.45,3.43,14.8,3.5,-19.88,0.772,3.9562857,0.35,-0.46,-7.4130435,3.81,0.01,17.238573,14.8,3.5,3.81,0.08,-0.045,4.554236,0.23,1.4,1.0,13.7,0.0,-0.18,15.0,12.33,0.2,2.57,3.64,0.03,13.7,1.6,0.72,0.01
ALEC,1.135,-0.16000003,1550000000.0,-0.11230000000000001,-0.131,0.0,-0.162,0.01,0.0,156400000000.0,2.5074,-0.0385,0.2353,-0.0885,0.025,-0.0401,0.1377,1.4875999999999998,0.0,0.10953009,0.44,1.03,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.47,52.11134,14.8,4.21,5.15,9.4,-2.044,4.554236,0.69,1.59,0.0,7.7,0.0,-0.55,25.0,0.19,0.0,4.32,3.64,0.16,7.7,1.6,0.76,0.04
AUTO,5.88,0.50709224,1250000000.0,-0.1906,0.25,0.627,-0.423,0.2636,0.0,-0.161,0.7286,0.9656999999999999,-0.3594,0.39270000000000005,-0.619,0.0335,0.9041,0.585,-0.373,0.10953009,3.4,3.13,3.4,3.1,-14.782,0.647,2.5651429,0.5,-0.22,-15.636364,4.01,-0.24,0.4674901,3.4,3.1,4.01,0.08,-0.792,1.5297102,0.41,2.56,0.0,1.4,0.51,-0.1,171.0,0.19,0.05,2.94,3.64,0.53,1.4,1.7,0.59,0.9
BRY,1.135,-0.16000003,1250000000.0,-0.11109999999999999,0.15,0.0,-0.162,0.006999999999999999,1.5448,156400000000.0,0.5021,-0.1429,0.2353,-0.0885,0.057,-0.1512,0.1377,-0.18239999999999998,-0.8029999999999999,0.10953009,3.63,3.52,3.81,3.5,-19.88,0.72,3.9562857,1.82,-0.41,-0.6744681,4.01,0.45,0.51949453,3.81,3.5,4.01,4.82,-1.678,4.554236,0.28,2.03,0.0,1.7,0.0,0.18,355.0,0.19,0.5,0.34,3.64,0.37,1.5,2.6,0.63,4.45
CDEV,1.7730000000000001,-0.16000003,3680000000.0,-0.1043,0.1,-0.36590000000000006,-0.304,0.036000000000000004,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,0.017,-0.3123,0.1377,1.4875999999999998,-0.8029999999999999,0.10953009,0.44,0.8,0.75,4.21,-19.88,1.584,3.9562857,0.235,-0.21,-3.1057143,0.6904,0.01,17.238573,0.75,4.21,0.6904,2.57,-1.96,4.554236,0.07,6.71,0.03,0.5,0.4,-0.21,195.0,0.19,0.4,0.07,3.64,0.24,0.5,3.2,0.69,1.99
CDOR,1.135,-0.62342346,1550000000.0,-0.114,0.15,0.0,-0.24100000000000002,0.022000000000000002,0.0,0.0645,2.5074,-0.1429,0.2353,-0.0885,0.027000000000000003,-0.0741,0.1377,-0.2978,0.0,0.10953009,0.44,1.03,14.8,3.5,30.64,0.72,3.9562857,1.5,-0.53,-0.6744681,5.15,-0.19,17.238573,14.8,3.5,5.15,1.26,-0.045,4.554236,0.24,2.7,0.31,2.1,2.36,-0.4,14.0,0.19,2.36,0.37,3.64,0.61,1.1,3.0,0.18,0.04
CENX,2.2062,-0.16000003,1250000000.0,-0.11230000000000001,0.2,0.9390000000000001,-0.22,0.013999999999999999,0.0,-0.0171,2.5074,-0.1429,0.2353,-0.0885,-0.066,-0.0368,0.4242,1.4875999999999998,-0.15,0.10953009,0.44,7.94,11.08,4.21,47.273,0.644,3.9562857,2.91,-0.05,-186.59999,5.15,-0.14,17.238573,11.08,4.21,5.15,1.96,-0.617,4.554236,0.55,2.26,2.0,2.1,0.58,-0.63,2079.0,0.19,0.47,1.1,3.64,0.41,1.0,3.0,1.2,2.74
CHEF,1.135,-0.16000003,1040000000.0,-0.114,0.212,0.0,0.071,0.002,0.0,0.0645,2.5074,-0.20199999999999999,-0.1482,-0.0885,0.059000000000000004,-0.0741,0.0253,1.4875999999999998,0.0,0.10953009,0.44,14.61,14.8,3.5,-19.88,1.584,3.9562857,3.55,0.2,-0.6744681,5.15,-0.54,17.238573,14.8,4.21,5.15,0.08,-0.045,4.554236,1.0,2.03,5.41,3.5,1.04,-0.31,2.0,78.75,0.0,1.45,3.64,0.42,2.8,2.3,0.89,0.04
CNR,1.135,-0.04207921,1550000000.0,-0.114,0.363,0.0,-0.162,0.015,0.0669,156400000000.0,2.5074,-0.1429,-0.2327,-0.0885,0.051,-0.2218,0.1377,1.4875999999999998,0.0,0.10953009,7.75,0.8,14.8,4.21,7.65,0.835,3.9562857,0.25,0.61,-0.6744681,5.15,-0.65,0.1949585,14.8,4.21,5.15,0.08,-0.045,4.554236,0.58,2.32,0.19,2.6,0.0,0.3,28.0,15.72,9.46,0.4,3.64,0.25,1.9,2.2,0.55,0.04
CNTY,5.0792,-0.21559632,1550000000.0,-0.1023,0.25,1.234,-0.22820000000000001,0.012,2.2378,-0.0922,0.3233,0.30920000000000003,-0.1643,-0.22469999999999998,-0.015,-0.1563,0.09390000000000001,0.0048,-0.311,0.10953009,6.3,6.14,6.73,6.1,21.037,2.731,5.8705883,1.01,0.45,13.644444,6.73,-0.13,0.74995196,6.73,6.1,6.73,2.79,-2.652,4.4852176,0.37,2.89,1.68,1.0,4.82,0.07,2786.0,10.41,4.61,1.63,3.64,0.68,1.0,2.0,0.46,2.83
CPLG,1.135,-0.46685606,1250000000.0,-0.1048,-0.1219,-0.36590000000000006,-0.162,0.028999999999999998,0.0022,0.0645,2.5074,-0.1429,0.2353,-0.0885,0.025,-0.2218,0.1377,1.4875999999999998,0.0,0.10953009,0.44,0.8,14.8,5.04,-19.88,1.848,3.9562857,0.25,-0.23,-0.6744681,5.15,0.11,0.5096526,14.8,5.04,5.15,0.17,-0.045,4.554236,0.31,1.59,0.0,1.1,1.08,-0.1,8.0,0.19,1.08,0.4,3.64,0.53,1.2,3.0,0.24,0.04
CPS,1.135,-0.16000003,1550000000.0,-0.1059,-0.085,0.774,-0.162,0.003,0.0,0.0645,2.5074,-0.0877,-0.0633,-0.0885,0.07200000000000001,-0.0741,0.1377,1.4875999999999998,-0.555,0.10953009,0.44,0.8,14.8,14.16,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.08,-0.045,12.825797,1.0,1.59,0.0,1.9,0.0,-1.64,7.0,0.19,1.66,0.47,3.64,0.11,1.7,3.0,0.73,0.04
DAC,1.135,-0.20786512,1550000000.0,-0.1106,0.03,0.0,-0.162,0.008,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.0741,0.1377,1.4875999999999998,0.0,0.10953009,6.3,6.07,14.8,6.1,-19.88,1.584,3.9562857,2.5,-0.23,-0.6744681,5.15,0.35,17.238573,14.8,6.1,5.15,2.68,-0.045,4.554236,0.65,1.23,3.82,0.6,1.44,1.71,103.0,1.22,0.0,0.22,1.25,0.42,0.6,2.0,0.28,0.04
ENSV,1.135,-0.35797662,3680000000.0,-0.11789999999999999,0.2,0.5,-0.24100000000000002,0.16190000000000002,0.0,156400000000.0,2.5074,-0.4171,0.18420000000000003,-0.0885,-0.068,-0.19519999999999998,-0.0558,1.4875999999999998,-0.667,0.10953009,0.44,0.8,0.75,3.5,-6.636,1.584,3.9562857,0.075,-0.11,-1.2709091,0.155,-0.04,17.238573,0.75,3.5,0.155,2.32,-0.287,4.554236,0.02,2.27,0.01,0.1,0.0,-0.06,186.0,12.33,0.0,0.4,3.64,0.48,0.1,2.5,5.71,0.7
EXPR,1.135,-0.16000003,3680000000.0,-0.114,0.2,-0.36590000000000006,-0.162,0.065,0.0,156400000000.0,2.5074,-0.2682,-0.1681,-0.0885,-0.038,-0.19519999999999998,0.1377,0.004699999999999999,-0.304,0.10953009,0.85,0.82,0.95,3.5,-19.88,1.584,3.9562857,0.25,-0.12,-0.6744681,0.93,0.01,17.238573,0.95,3.5,0.93,0.08,-0.045,1.5923189,0.1,2.07,0.19,1.1,1.11,-0.65,14000.0,0.19,1.11,0.4,3.64,0.03,0.6,3.0,0.32,0.04
FI,1.135,-0.16000003,1550000000.0,-0.13449999999999998,0.2,0.19399999999999998,-0.247,0.036000000000000004,-0.1818,0.0645,2.5074,-0.1417,0.2353,-0.0885,-0.292,-0.0741,-0.4275,0.004699999999999999,-0.447,0.10953009,1.69,2.07,2.28,1.59,14.901,0.583,3.9562857,1.66,-0.25,-0.6744681,2.28,0.13,17.238573,2.28,1.59,2.28,3.27,-1.388,4.554236,0.16,1.37,0.0,3.8,0.0,-0.08,3100.0,0.19,0.0,0.56,3.64,0.77,3.1,2.6,0.79,1.81
FRAN,0.4647,-0.7137681,1710000000.0,-0.1059,0.1,0.0,-0.24100000000000002,0.0567,0.0,0.0433,0.4451,-0.26539999999999997,-0.24280000000000002,-0.6199,-0.436,-0.0741,-0.3807,-0.2978,-0.28600000000000003,0.10953009,2.96,3.53,3.7787,3.5,-32.07,0.72,5.4862857,1.7,-0.25,-0.6744681,3.01,0.01,0.023902006,3.7787,3.5,3.01,2.44,-10.405,3.987971,0.4,2.51,6.43,0.6,0.85,-0.1,1159.0,0.19,0.0,0.59,3.64,0.03,0.4,3.0,0.19,0.96
GCI,1.135,-0.16000003,1550000000.0,-0.114,0.2,-0.36590000000000006,-0.162,0.016,0.0,-0.2274,2.5074,-0.20199999999999999,-0.15380000000000002,-0.0885,-0.026000000000000002,-0.0741,0.1377,1.4875999999999998,0.0,0.10953009,1.45,1.45,14.8,1.01,6.934,1.584,3.9562857,0.25,-0.58,-0.6744681,1.58,0.01,0.069822244,14.8,1.01,1.58,0.08,-38.769,4.554236,0.11,1.7,0.0,1.0,0.0,-0.44,6600.0,0.19,0.0,0.42,3.64,0.07,1.0,4.0,0.46,0.01
GLNG,1.6078999999999999,-0.16000003,1150000000.0,-0.1066,0.2,1.077,-0.307,0.465,0.0,-0.049100000000000005,2.5074,-0.1429,0.2353,-0.2869,0.015,0.0951,0.1377,0.0663,0.057,0.10953009,7.09,11.5,13.3,1.01,13.197,8.087,10.205588,4.54,0.06,197.33334,11.35,0.03,1.2813916,13.3,4.21,11.35,6.02,-3.255,7.9718843,0.88,0.91,1.36,0.2,2.11,-0.07,1647.0,149.8,1.12,0.57,3.64,1.57,0.2,1.5,0.55,4.34
GRBK,1.8248,0.7681017,1550000000.0,-0.114,0.0172,0.0,-0.19399999999999998,0.009000000000000001,0.0,0.0361,2.5074,-0.1429,0.2353,-0.0885,0.059000000000000004,-0.0741,0.1377,-0.1555,0.0,0.10953009,0.44,0.8,14.8,4.21,10.966,1.16,3.9562857,0.25,1.94,-0.6744681,17.61,0.01,17.238573,14.8,4.21,17.61,0.08,-0.045,4.554236,0.19,1.59,0.02,1.0,0.41,0.42,2.0,9.76,0.41,1.66,11.82,0.15,1.3,1.7,0.89,0.04
HCC,1.135,-0.16000003,1360000000.0,-0.11199999999999999,0.15,0.0,-0.162,0.003,0.0,-0.0138,2.5074,-0.20199999999999999,0.2353,-0.0885,0.059000000000000004,-0.0741,0.1377,1.4875999999999998,0.0,0.10953009,0.44,0.8,14.8,18.29,-19.88,1.244,3.9562857,0.25,-0.23,8.065502,5.15,-1.84,1.0708736,14.8,18.29,5.15,0.08,-0.217,4.554236,1.0,1.59,0.0,4.0,0.53,-0.24,8.0,7.34,0.52,1.09,10.89,0.15,2.8,2.2,0.55,0.01
HEES,1.135,-0.16000003,1250000000.0,-0.114,0.11900000000000001,0.0,-0.162,0.002,0.0011,-0.0138,0.6784,-0.20199999999999999,0.2353,-0.0885,-0.038,-0.0741,-0.1231,1.4875999999999998,0.0,0.10953009,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.08,-0.045,4.554236,1.08,2.43,0.19,1.2,0.0,0.31,2.0,15.43,0.0,0.4,37.37,0.14,1.3,2.5,0.72,0.04
HOFV,-0.1192,-0.16000003,1250000000.0,-0.114,0.2,0.0,-0.162,0.613,0.0029,-0.8991,2.5074,-0.1429,0.2353,-0.6242,-0.42100000000000004,-0.2451,0.1377,1.4875999999999998,-0.11,0.10953009,2.96,3.13,14.8,3.5,-19.88,1.584,3.9562857,2.72,-0.23,-0.6744681,3.15,0.01,17.238573,14.8,3.5,3.15,1.31,-0.244,4.554236,0.32,1.59,0.0,0.1,0.0,-0.1,25.0,12.33,0.23,0.52,3.64,11.17,0.1,2.0,0.72,1.29
ICAD,1.135,-0.16000003,1150000000.0,-0.114,0.15,0.5529999999999999,-0.162,0.075,-0.0629,-0.0171,0.2897,-0.1429,0.2353,-0.0885,-0.03,-0.084,-0.0688,1.4875999999999998,0.0,0.10953009,9.35,0.8,10.5,4.21,-19.88,1.584,3.9562857,0.25,-0.21,-0.6744681,5.15,0.01,17.238573,10.5,4.21,5.15,0.08,-0.045,4.554236,0.67,1.59,0.0,2.8,0.26,-0.11,2.0,0.19,0.26,0.4,3.64,7.3,2.5,1.8,0.43,0.04
INN,1.135,-0.16000003,1250000000.0,-0.1048,0.15,-0.36590000000000006,-0.162,0.022000000000000002,0.0,0.0645,2.5074,-0.1429,0.2353,-0.0885,0.033,-0.0741,-0.3011,1.4875999999999998,-0.25,0.10953009,0.44,5.2,14.8,4.21,-19.88,1.584,3.9562857,2.32,-0.23,-5.788889,5.65,0.01,17.238573,14.8,4.21,5.65,0.17,-0.045,4.554236,0.26,1.59,0.19,0.6,1.09,-0.37,59.0,0.19,1.09,0.4,3.64,0.15,1.1,1.7,1.06,2.43
KODK,4.9533,-0.16000003,31020000000.0,-0.1106,-0.12,0.0,0.033,0.106,0.0296,0.076,2.5074,0.461,0.6138,-0.0885,-0.633,0.5031,0.1377,1.4875999999999998,-0.08199999999999999,0.10953009,0.44,0.8,14.8,4.21,9.621,1.584,8.546,1.5,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.62,-4.683,4.554236,1.09,6.17,2.37,2.1,0.0,-0.1,4922.0,0.19,0.0,0.4,3.64,0.68,1.3,2.0,1.22,0.52
LBRT,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.002,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.2218,0.1377,-0.32630000000000003,0.0,0.10953009,7.73,7.6,14.8,4.21,-19.88,1.584,3.9562857,2.17,-0.65,-0.6744681,5.15,0.27,17.238573,14.8,4.21,5.15,0.08,-0.045,4.554236,0.73,1.59,0.0,3.0,0.0,-0.43,103.0,0.19,0.22,0.4,3.64,0.59,2.2,2.4,0.28,0.04
